Site Name,Serial Number,State Datetime,Press State,Site Name,Site Region,delta time [Min.],State delta time
Testing Center,70001996,07/06/2023 19:53,Ready,Testing Center,EMEA,103.8296,0.003004329
Testing Center,70001996,07/06/2023 19:50,Ready,Testing Center,EMEA,25.2836,0.000731586
Testing Center,70001995,07/06/2023 19:45,Ready,Testing Center,EMEA,251.782,0.007285359
Testing Center,70001996,07/06/2023 19:37,Ready,Testing Center,EMEA,116.1688,0.003361366
Testing Center,70001996,07/06/2023 19:26,Ready,Testing Center,EMEA,251.4864,0.007276806
Testing Center,70001996,07/06/2023 19:24,Ready,Testing Center,EMEA,3.1356,9.07E-05
Testing Center,70001996,07/06/2023 19:14,Ready,Testing Center,EMEA,186.0912,0.005384583
Testing Center,70001996,07/06/2023 18:49,Ready,Testing Center,EMEA,459.5716,0.013297789
Testing Center,70001996,07/06/2023 18:39,Ready,Testing Center,EMEA,250.3628,0.007244294
Testing Center,70001996,07/06/2023 18:35,Ready,Testing Center,EMEA,32.3232,0.000935278
Testing Center,70001996,07/06/2023 18:30,Ready,Testing Center,EMEA,82.1212,0.002376192
Testing Center,70001996,07/06/2023 18:17,Ready,Testing Center,EMEA,150.7472,0.004361898
Testing Center,70001996,07/06/2023 18:11,Ready,Testing Center,EMEA,19.3532,0.000559988
Testing Center,70001996,07/06/2023 18:01,Ready,Testing Center,EMEA,251.8736,0.007288009
Testing Center,70001996,07/06/2023 17:53,Ready,Testing Center,EMEA,134.1368,0.003881273
Testing Center,70001996,07/06/2023 17:51,Ready,Testing Center,EMEA,19.5004,0.000564248
Testing Center,70001996,07/06/2023 17:44,Ready,Testing Center,EMEA,7.9516,0.000230081
Testing Center,70001996,07/06/2023 17:25,Ready,Testing Center,EMEA,373.2332,0.010799572
Testing Center,70001996,07/06/2023 17:15,Ready,Testing Center,EMEA,251.0096,0.007263009
Testing Center,70001996,07/06/2023 16:26,Ready,Testing Center,EMEA,730.0112,0.021123009
Testing Center,70001996,07/06/2023 16:15,Ready,Testing Center,EMEA,251.7136,0.00728338
Testing Center,70001996,07/06/2023 16:09,Ready,Testing Center,EMEA,75.9388,0.002197303
Testing Center,70001995,07/06/2023 15:57,Ready,Testing Center,EMEA,78.4288,0.002269352
Testing Center,70001995,07/06/2023 15:30,Ready,Testing Center,EMEA,66.5152,0.00192463
Testing Center,70001995,07/06/2023 15:20,Ready,Testing Center,EMEA,251.394,0.007274132
Testing Center,70001996,07/06/2023 15:17,Ready,Testing Center,EMEA,12.9148,0.000373692
Testing Center,70001995,07/06/2023 15:17,Ready,Testing Center,EMEA,3.648,0.000105556
Testing Center,70001995,07/06/2023 15:11,Ready,Testing Center,EMEA,36.2212,0.001048067
Testing Center,70001996,07/06/2023 14:52,Ready,Testing Center,EMEA,111.3268,0.003221262
Testing Center,70001996,07/06/2023 14:39,Ready,Testing Center,EMEA,103.1796,0.002985521
Testing Center,70001995,07/06/2023 14:29,Ready,Testing Center,EMEA,225.3752,0.006521273
Testing Center,70001995,07/06/2023 14:25,Ready,Testing Center,EMEA,4.0388,0.000116863
Testing Center,70001996,07/06/2023 14:17,Ready,Testing Center,EMEA,30.752,0.000889815
Testing Center,70001995,07/06/2023 14:01,Ready,Testing Center,EMEA,38.4216,0.001111736
Testing Center,70001995,07/06/2023 13:45,Ready,Testing Center,EMEA,3.1492,9.11E-05
Testing Center,70001995,07/06/2023 13:35,Ready,Testing Center,EMEA,192.8448,0.00558
Testing Center,70001995,07/06/2023 13:08,Ready,Testing Center,EMEA,56.8,0.001643519
Testing Center,70001995,07/06/2023 12:45,Ready,Testing Center,EMEA,72.4096,0.002095185
Testing Center,70001995,07/06/2023 12:34,Ready,Testing Center,EMEA,251.7468,0.00728434
Testing Center,70001996,07/06/2023 12:33,Ready,Testing Center,EMEA,1423.2132,0.041180938
Testing Center,70001995,07/06/2023 12:17,Ready,Testing Center,EMEA,45.7052,0.001322488
Testing Center,70001996,07/06/2023 12:14,Ready,Testing Center,EMEA,37.3184,0.001079815
Testing Center,70001996,07/06/2023 12:08,Ready,Testing Center,EMEA,67.3504,0.001948796
Testing Center,70001995,07/06/2023 11:49,Ready,Testing Center,EMEA,137.2,0.003969907
Testing Center,70001995,07/06/2023 11:45,Ready,Testing Center,EMEA,16.2268,0.000469525
Testing Center,70001995,07/06/2023 11:43,Ready,Testing Center,EMEA,5.5936,0.000161852
Testing Center,70001995,07/06/2023 11:40,Ready,Testing Center,EMEA,36.682,0.0010614
Testing Center,70001995,06/06/2023 22:49,Ready,Testing Center,EMEA,143.0564,0.004139363
Testing Center,70001995,06/06/2023 22:42,Ready,Testing Center,EMEA,142.8448,0.004133241
Testing Center,70001995,06/06/2023 22:40,Ready,Testing Center,EMEA,5.274,0.000152604
Testing Center,70001995,06/06/2023 22:36,Ready,Testing Center,EMEA,13.7664,0.000398333
Testing Center,70001995,06/06/2023 22:32,Ready,Testing Center,EMEA,49.6068,0.001435382
Testing Center,70001995,06/06/2023 22:29,Ready,Testing Center,EMEA,7.4556,0.000215729
Testing Center,70001995,06/06/2023 22:26,Ready,Testing Center,EMEA,13.082,0.00037853
Testing Center,70001996,06/06/2023 22:18,Ready,Testing Center,EMEA,176.7444,0.005114132
Testing Center,70001996,06/06/2023 22:08,Ready,Testing Center,EMEA,251.3424,0.007272639
Testing Center,70001995,06/06/2023 20:21,Ready,Testing Center,EMEA,0.0064,1.85E-07
Testing Center,70001995,06/06/2023 20:20,Ready,Testing Center,EMEA,31.3888,0.000908241
Testing Center,70001995,06/06/2023 20:14,Ready,Testing Center,EMEA,91.1168,0.002636481
Testing Center,70001995,06/06/2023 20:08,Ready,Testing Center,EMEA,79.0812,0.002288229
Testing Center,70001995,06/06/2023 20:05,Ready,Testing Center,EMEA,35.0048,0.00101287
Testing Center,70001995,06/06/2023 19:57,Ready,Testing Center,EMEA,90.6116,0.002621863
Testing Center,70001995,06/06/2023 19:54,Ready,Testing Center,EMEA,22.6656,0.000655833
Testing Center,70001995,06/06/2023 19:45,Ready,Testing Center,EMEA,107.3308,0.003105637
Testing Center,70001995,06/06/2023 19:43,Ready,Testing Center,EMEA,4.874,0.00014103
Testing Center,70001995,06/06/2023 19:39,Ready,Testing Center,EMEA,33.782,0.000977488
Testing Center,70001995,06/06/2023 18:38,Ready,Testing Center,EMEA,938.7716,0.02716353
Testing Center,70001995,06/06/2023 18:28,Ready,Testing Center,EMEA,251.3696,0.007273426
Testing Center,70001995,06/06/2023 18:14,Ready,Testing Center,EMEA,16.0516,0.000464456
Testing Center,70001995,06/06/2023 18:11,Ready,Testing Center,EMEA,42.3904,0.001226574
Testing Center,70001996,06/06/2023 17:47,Ready,Testing Center,EMEA,1826.4192,0.052847778
Testing Center,70001996,06/06/2023 17:37,Ready,Testing Center,EMEA,250.4332,0.007246331
Testing Center,70001995,06/06/2023 16:24,Ready,Testing Center,EMEA,1005.2764,0.029087859
Testing Center,70001995,06/06/2023 15:49,Ready,Testing Center,EMEA,329.4336,0.009532222
Testing Center,70001995,06/06/2023 15:26,Ready,Testing Center,EMEA,128.656,0.003722685
Testing Center,70001995,06/06/2023 15:15,Ready,Testing Center,EMEA,251.5168,0.007277685
Testing Center,70001995,06/06/2023 14:29,Ready,Testing Center,EMEA,50.2624,0.001454352
Testing Center,70001996,06/06/2023 14:20,Ready,Testing Center,EMEA,245.3616,0.007099583
Testing Center,70001001,06/06/2023 14:18,Ready,Testing Center,EMEA,24.0476,0.000695822
Testing Center,70001001,06/06/2023 14:16,Ready,Testing Center,EMEA,13.12,0.00037963
Testing Center,70001995,06/06/2023 14:11,Ready,Testing Center,EMEA,34.262,0.000991377
Testing Center,70001996,06/06/2023 14:10,Ready,Testing Center,EMEA,251.0664,0.007264653
Testing Center,70001001,06/06/2023 14:09,Ready,Testing Center,EMEA,4.6656,0.000135
Testing Center,70001995,06/06/2023 14:08,Ready,Testing Center,EMEA,5.424,0.000156944
Testing Center,70001995,06/06/2023 14:04,Ready,Testing Center,EMEA,69.5104,0.002011296
Testing Center,70001996,06/06/2023 13:59,Ready,Testing Center,EMEA,69.0424,0.001997755
Testing Center,70001001,06/06/2023 13:57,Ready,Testing Center,EMEA,177.4,0.005133102
Testing Center,70001001,06/06/2023 13:55,Ready,Testing Center,EMEA,9.5712,0.000276944
Testing Center,70001996,06/06/2023 13:49,Ready,Testing Center,EMEA,251.5856,0.007279676
Testing Center,70001995,06/06/2023 13:46,Ready,Testing Center,EMEA,11.5876,0.000335289
Testing Center,70001996,06/06/2023 13:45,Ready,Testing Center,EMEA,16.1152,0.000466296
Testing Center,70001995,06/06/2023 13:39,Ready,Testing Center,EMEA,112.5024,0.003255278
Testing Center,70001995,06/06/2023 13:36,Ready,Testing Center,EMEA,11.7732,0.00034066
Testing Center,70001995,06/06/2023 12:35,Ready,Testing Center,EMEA,1043.908,0.030205671
Testing Center,70001995,06/06/2023 12:13,Ready,Testing Center,EMEA,428.4212,0.012396447
Testing Center,70001996,06/06/2023 12:12,Ready,Testing Center,EMEA,11.1836,0.0003236
Testing Center,70001996,06/06/2023 12:00,Ready,Testing Center,EMEA,228.686,0.006617072
Testing Center,70001996,06/06/2023 11:55,Ready,Testing Center,EMEA,10.6748,0.000308877
Testing Center,70001995,06/06/2023 11:52,Ready,Testing Center,EMEA,247.632,0.007165278
Testing Center,70001995,06/06/2023 11:40,Ready,Testing Center,EMEA,3.2192,9.31E-05
Testing Center,70001996,06/06/2023 11:37,Ready,Testing Center,EMEA,9.1932,0.000266007
Testing Center,70001996,06/06/2023 11:26,Ready,Testing Center,EMEA,251.1376,0.007266713
Testing Center,70001996,06/06/2023 11:18,Ready,Testing Center,EMEA,140.658,0.004069965
Testing Center,70001996,06/06/2023 11:13,Ready,Testing Center,EMEA,88.902,0.002572396
Testing Center,70001995,06/06/2023 11:08,Ready,Testing Center,EMEA,4011.7628,0.1160811
Testing Center,70001996,06/06/2023 11:02,Ready,Testing Center,EMEA,120.092,0.003474884
Testing Center,70001996,06/06/2023 10:52,Ready,Testing Center,EMEA,251.0768,0.007264954
Testing Center,70001996,06/06/2023 10:50,Ready,Testing Center,EMEA,0.0064,1.85E-07
Testing Center,70001996,06/06/2023 10:45,Ready,Testing Center,EMEA,120.0952,0.003474977
Testing Center,70001995,06/06/2023 10:44,Ready,Testing Center,EMEA,136.294,0.003943692
Testing Center,70001995,06/06/2023 10:41,Ready,Testing Center,EMEA,16.48,0.000476852
Testing Center,70001995,06/06/2023 10:33,Ready,Testing Center,EMEA,126.6524,0.003664711
Testing Center,70001995,06/06/2023 10:30,Ready,Testing Center,EMEA,19.936,0.000576852
Testing Center,70001995,06/06/2023 10:21,Ready,Testing Center,EMEA,159.584,0.004617593
Testing Center,70001996,06/06/2023 10:18,Ready,Testing Center,EMEA,39.7788,0.001151007
Testing Center,70001995,06/06/2023 10:17,Ready,Testing Center,EMEA,60.8352,0.001760278
Testing Center,70001996,06/06/2023 10:14,Ready,Testing Center,EMEA,8.08,0.000233796
Testing Center,70001995,06/06/2023 10:12,Ready,Testing Center,EMEA,24.8544,0.000719167
Testing Center,70001996,06/06/2023 10:09,Ready,Testing Center,EMEA,78.502,0.00227147
Testing Center,70001995,06/06/2023 10:07,Ready,Testing Center,EMEA,6.106,0.000176678
Testing Center,70001996,06/06/2023 10:04,Ready,Testing Center,EMEA,6.608,0.000191204
Testing Center,70001001,06/06/2023 10:02,Ready,Testing Center,EMEA,0.0064,1.85E-07
Testing Center,70001001,06/06/2023 10:02,Ready,Testing Center,EMEA,12.656,0.000366204
Testing Center,70001996,06/06/2023 10:01,Ready,Testing Center,EMEA,22.8484,0.000661123
Testing Center,70001001,06/06/2023 9:59,Ready,Testing Center,EMEA,4.6396,0.000134248
Testing Center,70001996,06/06/2023 9:58,Ready,Testing Center,EMEA,19.6448,0.000568426
Testing Center,70001995,06/06/2023 9:57,Ready,Testing Center,EMEA,182.4124,0.005278137
Testing Center,70001001,06/06/2023 9:53,Ready,Testing Center,EMEA,10.5148,0.000304248
Testing Center,70001001,06/06/2023 9:51,Ready,Testing Center,EMEA,15.3788,0.000444988
Testing Center,70001996,06/06/2023 9:51,Ready,Testing Center,EMEA,111.2024,0.003217662
Testing Center,70001001,06/06/2023 9:50,Ready,Testing Center,EMEA,6.2464,0.000180741
Testing Center,70001001,06/06/2023 9:48,Ready,Testing Center,EMEA,3.3696,9.75E-05
Testing Center,70001995,06/06/2023 9:46,Ready,Testing Center,EMEA,251.5868,0.007279711
Testing Center,70001001,06/06/2023 9:45,Ready,Testing Center,EMEA,39.9356,0.001155544
Testing Center,70001995,05/06/2023 21:13,Ready,Testing Center,EMEA,16.2916,0.0004714
Testing Center,70001995,05/06/2023 20:58,Ready,Testing Center,EMEA,3.072,8.89E-05
Testing Center,70001995,05/06/2023 20:41,Ready,Testing Center,EMEA,0.0064,1.85E-07
Testing Center,70001995,05/06/2023 20:30,Ready,Testing Center,EMEA,18.1728,0.000525833
Testing Center,70001995,05/06/2023 20:24,Ready,Testing Center,EMEA,71.152,0.002058796
Testing Center,70001995,05/06/2023 19:43,Ready,Testing Center,EMEA,180.586,0.005225289
Testing Center,70001995,05/06/2023 19:20,Ready,Testing Center,EMEA,38.3196,0.001108785
Testing Center,70001995,05/06/2023 19:15,Ready,Testing Center,EMEA,88.416,0.002558333
Testing Center,70001995,05/06/2023 19:02,Ready,Testing Center,EMEA,1589.3848,0.045989144
Testing Center,70001995,05/06/2023 18:54,Ready,Testing Center,EMEA,123.1388,0.003563044
Testing Center,70001995,05/06/2023 18:51,Ready,Testing Center,EMEA,38.176,0.00110463
Testing Center,70001995,05/06/2023 18:49,Ready,Testing Center,EMEA,18.1792,0.000526019
Testing Center,70001995,05/06/2023 18:43,Ready,Testing Center,EMEA,100.9116,0.002919896
Testing Center,70001995,05/06/2023 18:33,Ready,Testing Center,EMEA,189.1108,0.005471956
Testing Center,70001995,05/06/2023 18:31,Ready,Testing Center,EMEA,3.0432,8.81E-05
Testing Center,70001995,05/06/2023 18:23,Ready,Testing Center,EMEA,95.5232,0.002763981
Testing Center,70001995,05/06/2023 18:12,Ready,Testing Center,EMEA,251.53,0.007278067
Testing Center,70001995,05/06/2023 18:02,Ready,Testing Center,EMEA,214.068,0.006194097
Testing Center,70001995,05/06/2023 17:59,Ready,Testing Center,EMEA,60.3136,0.001745185
Testing Center,70001995,05/06/2023 17:57,Ready,Testing Center,EMEA,5.1836,0.000149988
Testing Center,70001995,05/06/2023 17:55,Ready,Testing Center,EMEA,9.8752,0.000285741
Testing Center,70001995,05/06/2023 11:55,Ready,Testing Center,EMEA,39.4688,0.001142037
Testing Center,70001995,05/06/2023 11:45,Ready,Testing Center,EMEA,87.3892,0.002528623
Testing Center,70001995,05/06/2023 11:37,Ready,Testing Center,EMEA,23.8372,0.000689734
Testing Center,70001995,05/06/2023 11:32,Ready,Testing Center,EMEA,62.1436,0.001798137
Testing Center,70001995,04/06/2023 11:50,Ready,Testing Center,EMEA,233.392,0.006753241
Testing Center,70001995,04/06/2023 11:43,Ready,Testing Center,EMEA,43.9516,0.001271748
Testing Center,70001995,04/06/2023 11:33,Ready,Testing Center,EMEA,251.8624,0.007287685
Testing Center,70001996,04/06/2023 11:28,Ready,Testing Center,EMEA,181.1416,0.005241366
Testing Center,70001995,04/06/2023 11:26,Ready,Testing Center,EMEA,68.784,0.001990278
Testing Center,70001995,04/06/2023 11:16,Ready,Testing Center,EMEA,251.6896,0.007282685
Testing Center,70001996,04/06/2023 11:15,Ready,Testing Center,EMEA,174.7064,0.005055162
Testing Center,70001996,04/06/2023 11:00,Ready,Testing Center,EMEA,205.2252,0.005938229
Testing Center,70001996,04/06/2023 10:56,Ready,Testing Center,EMEA,4.8028,0.00013897
Testing Center,70001995,04/06/2023 10:39,Ready,Testing Center,EMEA,723.3152,0.020929259
Testing Center,70001995,04/06/2023 10:29,Ready,Testing Center,EMEA,11586.0064,0.335243241
Testing Center,70001995,04/06/2023 10:12,Ready,Testing Center,EMEA,73.5644,0.0021286
Testing Center,70001995,04/06/2023 9:50,Ready,Testing Center,EMEA,17.5744,0.000508519
Testing Center,70001995,04/06/2023 9:40,Ready,Testing Center,EMEA,251.9072,0.007288981
Testing Center,70001995,04/06/2023 9:36,Ready,Testing Center,EMEA,48.6816,0.001408611
Testing Center,70001996,04/06/2023 9:35,Ready,Testing Center,EMEA,1405.264,0.040661574
Testing Center,70001996,04/06/2023 9:30,Ready,Testing Center,EMEA,70.1148,0.002028785
Testing Center,70001996,04/06/2023 9:24,Ready,Testing Center,EMEA,113.1864,0.003275069
Testing Center,70001996,04/06/2023 9:21,Ready,Testing Center,EMEA,26.4444,0.000765174
Testing Center,70001996,04/06/2023 9:13,Ready,Testing Center,EMEA,38.9244,0.001126285
Testing Center,70001995,04/06/2023 9:02,Ready,Testing Center,EMEA,624.3648,0.018066111
Testing Center,70001996,04/06/2023 8:54,Ready,Testing Center,EMEA,3.4304,9.93E-05
Testing Center,70001995,04/06/2023 8:52,Ready,Testing Center,EMEA,251.6764,0.007282303
Testing Center,70001996,04/06/2023 8:49,Ready,Testing Center,EMEA,75.4044,0.00218184
Testing Center,70001995,08/06/2023 20:42,GetReady,Testing Center,EMEA,102.4796,0.002965266
Testing Center,70001995,08/06/2023 20:23,GetReady,Testing Center,EMEA,19.5044,0.000564363
Testing Center,70001995,08/06/2023 20:04,GetReady,Testing Center,EMEA,19.4464,0.000562685
Testing Center,70001995,08/06/2023 20:00,GetReady,Testing Center,EMEA,19.0176,0.000550278
Testing Center,70001996,08/06/2023 19:54,GetReady,Testing Center,EMEA,45.8048,0.00132537
Testing Center,70001996,08/06/2023 18:07,GetReady,Testing Center,EMEA,94.3708,0.002730637
Testing Center,70001995,08/06/2023 17:55,GetReady,Testing Center,EMEA,92.774,0.002684433
Testing Center,70001996,08/06/2023 17:53,GetReady,Testing Center,EMEA,130.226,0.003768113
Testing Center,70001995,08/06/2023 17:52,GetReady,Testing Center,EMEA,12.938,0.000374363
Testing Center,70001995,08/06/2023 17:51,GetReady,Testing Center,EMEA,12.9408,0.000374444
Testing Center,70001995,08/06/2023 17:41,GetReady,Testing Center,EMEA,12.9348,0.000374271
Testing Center,70001995,08/06/2023 17:37,GetReady,Testing Center,EMEA,77.9644,0.002255914
Testing Center,70001996,08/06/2023 17:36,GetReady,Testing Center,EMEA,129.228,0.003739236
Testing Center,70001996,08/06/2023 16:00,GetReady,Testing Center,EMEA,44.7164,0.001293877
Testing Center,70001996,08/06/2023 15:37,GetReady,Testing Center,EMEA,64.8928,0.001877685
Testing Center,70001996,08/06/2023 15:24,GetReady,Testing Center,EMEA,143.5092,0.004152465
Testing Center,70001995,08/06/2023 14:56,GetReady,Testing Center,EMEA,71.1036,0.002057396
Testing Center,70001995,08/06/2023 14:53,GetReady,Testing Center,EMEA,13.3024,0.000384907
Testing Center,70001995,08/06/2023 13:46,GetReady,Testing Center,EMEA,146.0416,0.004225741
Testing Center,70001995,08/06/2023 13:43,GetReady,Testing Center,EMEA,0.1696,4.91E-06
Testing Center,70001995,08/06/2023 13:40,GetReady,Testing Center,EMEA,0.1696,4.91E-06
Testing Center,70001995,08/06/2023 13:36,GetReady,Testing Center,EMEA,0.5632,1.63E-05
Testing Center,70001996,08/06/2023 13:02,GetReady,Testing Center,EMEA,59.3024,0.001715926
Testing Center,70001996,08/06/2023 12:20,GetReady,Testing Center,EMEA,97.2576,0.002814167
Testing Center,70001001,08/06/2023 12:17,GetReady,Testing Center,EMEA,78.7384,0.00227831
Testing Center,70001996,08/06/2023 12:09,GetReady,Testing Center,EMEA,8.9088,0.000257778
Testing Center,70001001,08/06/2023 12:06,GetReady,Testing Center,EMEA,145.8356,0.00421978
Testing Center,70001996,08/06/2023 12:04,GetReady,Testing Center,EMEA,7.4852,0.000216586
Testing Center,70001996,08/06/2023 12:00,GetReady,Testing Center,EMEA,6.886,0.000199248
Testing Center,70001995,08/06/2023 11:54,GetReady,Testing Center,EMEA,47.2452,0.001367049
Testing Center,70001996,08/06/2023 11:50,GetReady,Testing Center,EMEA,60.662,0.001755266
Testing Center,70001001,08/06/2023 11:43,GetReady,Testing Center,EMEA,262.8556,0.007605775
Testing Center,70001995,08/06/2023 11:31,GetReady,Testing Center,EMEA,75.2576,0.002177593
Testing Center,70001001,08/06/2023 11:14,GetReady,Testing Center,EMEA,6.6016,0.000191019
Testing Center,70001001,08/06/2023 11:07,GetReady,Testing Center,EMEA,6.598,0.000190914
Testing Center,70001001,08/06/2023 11:05,GetReady,Testing Center,EMEA,6.592,0.000190741
Testing Center,70001001,08/06/2023 11:01,GetReady,Testing Center,EMEA,6.5984,0.000190926
Testing Center,70001001,08/06/2023 10:56,GetReady,Testing Center,EMEA,6.6112,0.000191296
Testing Center,70001995,08/06/2023 10:56,GetReady,Testing Center,EMEA,38.982,0.001127951
Testing Center,70001001,08/06/2023 10:54,GetReady,Testing Center,EMEA,6.608,0.000191204
Testing Center,70001001,08/06/2023 10:53,GetReady,Testing Center,EMEA,7.792,0.000225463
Testing Center,70001995,08/06/2023 10:51,GetReady,Testing Center,EMEA,52.7744,0.001527037
Testing Center,70001001,08/06/2023 10:40,GetReady,Testing Center,EMEA,173.2756,0.005013762
Testing Center,70001001,08/06/2023 10:22,GetReady,Testing Center,EMEA,77.3912,0.002239329
Testing Center,70001001,08/06/2023 10:16,GetReady,Testing Center,EMEA,80.0376,0.002315903
Testing Center,70001995,08/06/2023 10:03,GetReady,Testing Center,EMEA,118.0224,0.003415
Testing Center,70001995,08/06/2023 10:00,GetReady,Testing Center,EMEA,12.7584,0.000369167
Testing Center,70001001,08/06/2023 9:57,GetReady,Testing Center,EMEA,80.8696,0.002339977
Testing Center,70001996,08/06/2023 9:52,GetReady,Testing Center,EMEA,185.6692,0.005372373
Testing Center,70001996,08/06/2023 9:41,GetReady,Testing Center,EMEA,20.5856,0.000595648
Testing Center,70001001,08/06/2023 9:36,GetReady,Testing Center,EMEA,95.7428,0.002770336
Testing Center,70001996,08/06/2023 9:33,GetReady,Testing Center,EMEA,84.2396,0.002437488
Testing Center,70001001,08/06/2023 9:08,GetReady,Testing Center,EMEA,381.132,0.011028125
Testing Center,70001995,08/06/2023 8:57,GetReady,Testing Center,EMEA,274.8608,0.007953148
Testing Center,70001995,07/06/2023 23:21,GetReady,Testing Center,EMEA,40.6016,0.001174815
Testing Center,70001995,07/06/2023 22:59,GetReady,Testing Center,EMEA,96.0448,0.002779074
Testing Center,70001996,07/06/2023 20:41,GetReady,Testing Center,EMEA,78.0056,0.002257106
Testing Center,70001996,07/06/2023 20:26,GetReady,Testing Center,EMEA,182.7284,0.00528728
Testing Center,70001996,07/06/2023 20:01,GetReady,Testing Center,EMEA,37.888,0.001096296
Testing Center,70001996,07/06/2023 19:47,GetReady,Testing Center,EMEA,79.6664,0.002305162
Testing Center,70001995,07/06/2023 19:36,GetReady,Testing Center,EMEA,220.0732,0.006367859
Testing Center,70001996,07/06/2023 17:10,GetReady,Testing Center,EMEA,119.5444,0.003459039
Testing Center,70001996,07/06/2023 16:03,GetReady,Testing Center,EMEA,145.788,0.004218403
Testing Center,70001995,07/06/2023 15:53,GetReady,Testing Center,EMEA,94.2172,0.002726192
Testing Center,70001996,07/06/2023 15:15,GetReady,Testing Center,EMEA,43.6768,0.001263796
Testing Center,70001996,07/06/2023 14:37,GetReady,Testing Center,EMEA,47.6672,0.001379259
Testing Center,70001996,07/06/2023 14:10,GetReady,Testing Center,EMEA,185.6752,0.005372546
Testing Center,70001995,07/06/2023 13:33,GetReady,Testing Center,EMEA,47.542,0.001375637
Testing Center,70001995,07/06/2023 13:04,GetReady,Testing Center,EMEA,90.3584,0.002614537
Testing Center,70001996,07/06/2023 11:56,GetReady,Testing Center,EMEA,302.6636,0.008757627
Testing Center,70001995,07/06/2023 11:28,GetReady,Testing Center,EMEA,282.7008,0.00818
Testing Center,70001995,06/06/2023 22:20,GetReady,Testing Center,EMEA,138.336,0.004002778
Testing Center,70001995,06/06/2023 22:16,GetReady,Testing Center,EMEA,18.9568,0.000548519
Testing Center,70001996,06/06/2023 21:59,GetReady,Testing Center,EMEA,202.4556,0.00585809
Testing Center,70001996,06/06/2023 21:55,GetReady,Testing Center,EMEA,13.6636,0.000395359
Testing Center,70001996,06/06/2023 21:47,GetReady,Testing Center,EMEA,89.798,0.002598322
Testing Center,70001995,06/06/2023 19:32,GetReady,Testing Center,EMEA,167.7956,0.004855197
Testing Center,70001995,06/06/2023 18:25,GetReady,Testing Center,EMEA,71.4752,0.002068148
Testing Center,70001995,06/06/2023 18:05,GetReady,Testing Center,EMEA,146.7648,0.004246667
Testing Center,70001996,06/06/2023 17:30,GetReady,Testing Center,EMEA,166.5624,0.004819514
Testing Center,70001995,06/06/2023 15:11,GetReady,Testing Center,EMEA,98.8032,0.002858889
Testing Center,70001995,06/06/2023 14:27,GetReady,Testing Center,EMEA,47.0012,0.001359988
Testing Center,70001995,06/06/2023 14:02,GetReady,Testing Center,EMEA,48.0196,0.001389456
Testing Center,70001001,06/06/2023 13:43,GetReady,Testing Center,EMEA,291.9144,0.008446597
Testing Center,70001996,06/06/2023 13:40,GetReady,Testing Center,EMEA,133.0452,0.003849687
Testing Center,70001995,06/06/2023 13:27,GetReady,Testing Center,EMEA,203.7148,0.005894525
Testing Center,70001996,06/06/2023 13:00,GetReady,Testing Center,EMEA,19.5868,0.000566748
Testing Center,70001995,06/06/2023 12:32,GetReady,Testing Center,EMEA,71.6384,0.00207287
Testing Center,70001996,06/06/2023 11:51,GetReady,Testing Center,EMEA,95.5356,0.00276434
Testing Center,70001996,06/06/2023 11:50,GetReady,Testing Center,EMEA,0.5152,1.49E-05
Testing Center,70001996,06/06/2023 10:50,GetReady,Testing Center,EMEA,39.9516,0.001156007
Testing Center,70001996,06/06/2023 10:38,GetReady,Testing Center,EMEA,155.478,0.004498785
Testing Center,70001996,06/06/2023 9:39,GetReady,Testing Center,EMEA,296.1648,0.008569583
Testing Center,70001995,06/06/2023 9:34,GetReady,Testing Center,EMEA,304.5852,0.008813229
Testing Center,70001001,06/06/2023 9:29,GetReady,Testing Center,EMEA,399.0272,0.011545926
Testing Center,70001995,05/06/2023 20:50,GetReady,Testing Center,EMEA,174.3324,0.00504434
Testing Center,70001995,05/06/2023 20:20,GetReady,Testing Center,EMEA,102.9276,0.002978229
Testing Center,70001995,05/06/2023 17:42,GetReady,Testing Center,EMEA,293.7512,0.008499745
Testing Center,70001995,05/06/2023 11:19,GetReady,Testing Center,EMEA,299.3156,0.008660752
Testing Center,70001996,04/06/2023 10:50,GetReady,Testing Center,EMEA,144.0892,0.004169248
Testing Center,70001996,04/06/2023 9:11,GetReady,Testing Center,EMEA,57.3312,0.001658889
Testing Center,70001996,04/06/2023 8:37,GetReady,Testing Center,EMEA,279.9152,0.008099398
Testing Center,70001995,04/06/2023 8:37,GetReady,Testing Center,EMEA,365.2772,0.010569363
Testing Center,70001995,08/06/2023 23:38,Init,Testing Center,EMEA,81388.0344,2.354977847
Testing Center,70001996,08/06/2023 23:31,Init,Testing Center,EMEA,82034.154,2.373673437
Testing Center,70001996,08/06/2023 8:48,Init,Testing Center,EMEA,94.1492,0.002724225
Testing Center,70001995,08/06/2023 8:28,Init,Testing Center,EMEA,81.9332,0.002370752
Testing Center,70001996,07/06/2023 23:58,Init,Testing Center,EMEA,12719.8884,0.368052326
Testing Center,70001995,07/06/2023 23:51,Init,Testing Center,EMEA,12404.5048,0.358926644
Testing Center,70001996,07/06/2023 9:27,Init,Testing Center,EMEA,413.4872,0.011964329
Testing Center,70001995,07/06/2023 8:36,Init,Testing Center,EMEA,81.9324,0.002370729
Testing Center,70001995,06/06/2023 23:22,Init,Testing Center,EMEA,13308.3876,0.38508066
